w_q,k,f_r0,Omega_star,lambda_star,deltaOmega_over_Omega0,deltaLambda_over_lambda0,omega_re,omega_im,delta_omega_re,delta_omega_im
-0.9012345679012346,0.01111111111111111,0.2611177806527083,0.17160325533995702,0.16881986455721532,-0.10832332902093766,-0.12278625178002023,0.6864130213598281,-0.08440993227860766,-0.08338733755967298,0.011815112586329973
-0.9012345679012346,0.01259259259259259,0.2514890402952917,0.16882367742130128,0.16566916786752733,-0.12276643955706246,-0.13915775201735614,0.6752947096852051,-0.08283458393376367,-0.09450564923429594,0.013390460931173964
-0.9012345679012346,0.014074074074074069,0.241860299937875,0.1660440995026455,0.16251847117783932,-0.13720955009318747,-0.15552925225469227,0.664176398010582,-0.08125923558891966,-0.10562396090891901,0.014965809276017969
-0.9012345679012346,0.015555555555555555,0.2322315595804583,0.16326452158398974,0.15936777448815131,-0.1516526606293126,-0.1719007524920284,0.653058086335959,-0.07968388724407566,-0.11674227258354208,0.016541157620861974
-0.9012345679012346,0.017037037037037035,0.22260281922304165,0.16048494366533397,0.15621707779846333,-0.1660957711654376,-0.18827225272936443,0.6419397746613359,-0.07810853889923167,-0.12786058425816516,0.018116505965705965
-0.9012345679012346,0.018518518518518514,0.21297407886562497,0.15770536574667823,0.15306638110877535,-0.1805388817015624,-0.20464375296670034,0.6308214629867129,-0.07653319055438768,-0.13897889593278812,0.019691854310549955
-0.9012345679012346,0.02,0.20334533850820827,0.15492578782802244,0.14991568441908737,-0.19498199223768764,-0.22101525320403637,0.6197031513120898,-0.07495784220954368,-0.1500972076074113,0.021267202655393946
-0.8765432098765432,-0.02,0.4531620558263224,0.22704166232386336,0.23265666381945813,0.17974308373948356,0.20891948736431964,0.9081666492954534,-0.11632833190972906,0.13836629037595238,-0.020103287044791432
-0.8765432098765432,-0.018518518518518517,0.4442858541601751,0.22447932361319756,0.22967839907208162,0.1664287812402625,0.19344396978177758,0.8979172944527902,-0.11483919953604081,0.12811693553328918,-0.01861415467110318
-0.8765432098765432,-0.017037037037037038,0.43540965249402774,0.22191698490253176,0.22670013432470512,0.15311447874104145,0.1779684521992353,0.887667939610127,-0.11335006716235256,0.11786758069062597,-0.01712502229741493
-0.8765432098765432,-0.015555555555555555,0.4265334508278804,0.219354646191866,0.2237218695773286,0.13980017624182062,0.162492934616693,0.877418584767464,-0.1118609347886643,0.10761822584796299,-0.015635889923726665
-0.8765432098765432,-0.014074074074074076,0.4176572491617331,0.2167923074812002,0.22074360482995212,0.12648587374259956,0.14701741703415094,0.8671692299248008,-0.11037180241497606,0.09736887100529978,-0.014146757550038427
-0.8765432098765432,-0.012592592592592593,0.40878104749558575,0.21422996877053443,0.2177653400825756,0.11317157124337851,0.13154189945160866,0.8569198750821377,-0.1088826700412878,0.08711951616263669,-0.012657625176350162
-0.8765432098765432,-0.011111111111111112,0.3999048458294384,0.21166763005986863,0.21478707533519908,0.09985726874415746,0.11606638186906659,0.8466705202394745,-0.10739353766759954,0.07687016131997348,-0.011168492802661911
-0.8765432098765432,-0.00962962962962963,0.3910286441632911,0.2091052913492029,0.21180881058782258,0.08654296624493663,0.1005908642865243,0.8364211653968116,-0.10590440529391129,0.0666208064773105,-0.00967936042897366
-0.8765432098765432,-0.00814814814814815,0.38215244249714375,0.2065429526385371,0.20883054584044605,0.07322866374571557,0.08511534670398202,0.8261718105541483,-0.10441527292022303,0.056371451634647296,-0.008190228055285395
-0.8765432098765432,-0.006666666666666668,0.3732762408309964,0.20398061392787128,0.20585228109306955,0.05991436124649452,0.06963982912143996,0.8159224557114851,-0.10292614054653478,0.04612209679198409,-0.006701095681597144
-0.8765432098765432,-0.005185185185185187,0.3644000391648491,0.2014182752172055,0.20287401634569305,0.046600058747273465,0.05416431153889767,0.805673100868822,-0.10143700817284652,0.035872741949320996,-0.005211963307908893
-0.8765432098765432,-0.0037037037037037056,0.3555238374987017,0.19885593650653974,0.19989575159831655,0.033285756248052634,0.038688793956355605,0.795423746026159,-0.09994787579915827,0.025623387106657902,-0.0037228309342206417
-0.8765432098765432,-0.0022222222222222227,0.34664763583255437,0.19629359779587396,0.19691748685094002,0.01997145374883158,0.02321327637381332,0.7851743911834959,-0.09845874342547001,0.015374032263994808,-0.0022336985605323767
-0.8765432098765432,-0.0007407407407407432,0.33777143416640704,0.19373125908520816,0.1939392221035635,0.006657151249610527,0.007737758791271032,0.7749250363408327,-0.09696961105178176,0.005124677421331603,-0.0007445661868441256
-0.8765432098765432,0.0007407407407407397,0.3288952325002597,0.19116892037454236,0.190960957356187,-0.006657151249610527,-0.007737758791271032,0.7646756814981694,-0.0954804786780935,-0.005124677421331603,0.0007445661868441256
-0.8765432098765432,0.002222222222222219,0.3200190308341124,0.1886065816638766,0.1879826926088105,-0.01997145374883147,-0.023213276373813208,0.7544263266555064,-0.09399134630440525,-0.015374032263994697,0.0022336985605323767
-0.8765432098765432,0.003703703703703702,0.31114282916796504,0.1860442429532108,0.18500442786143398,-0.033285756248052634,-0.038688793956355605,0.7441769718128431,-0.09250221393071699,-0.025623387106657902,0.0037228309342206417
-0.8765432098765432,0.005185185185185185,0.3022666275018177,0.183481904242545,0.18202616311405748,-0.046600058747273576,-0.05416431153889778,0.73392761697018,-0.09101308155702874,-0.035872741949320996,0.005211963307908893
-0.8765432098765432,0.0066666666666666645,0.2933904258356704,0.18091956553187924,0.17904789836668097,-0.05991436124649452,-0.06963982912143984,0.723678262127517,-0.08952394918334049,-0.04612209679198409,0.006701095681597144
-0.8765432098765432,0.008148148148148147,0.28451422416952304,0.17835722682121344,0.17606963361930447,-0.07322866374571557,-0.08511534670398202,0.7134289072848538,-0.08803481680965224,-0.056371451634647296,0.008190228055285395
-0.8765432098765432,0.009629629629629627,0.2756380225033757,0.17579488811054766,0.17309136887192794,-0.08654296624493651,-0.10059086428652442,0.7031795524421907,-0.08654568443596397,-0.06662080647731039,0.00967936042897366
-0.8765432098765432,0.01111111111111111,0.2667618208372283,0.1732325493998819,0.17011310412455144,-0.09985726874415746,-0.11606638186906659,0.6929301975995276,-0.08505655206227572,-0.07687016131997348,0.011168492802661911
-0.8765432098765432,0.01259259259259259,0.257885619171081,0.1706702106892161,0.16713483937717494,-0.11317157124337851,-0.13154189945160866,0.6826808427568644,-0.08356741968858747,-0.08711951616263669,0.012657625176350162
-0.8765432098765432,0.014074074074074069,0.24900941750493372,0.16810787197855032,0.16415657462979844,-0.12648587374259945,-0.14701741703415083,0.6724314879142013,-0.08207828731489922,-0.09736887100529978,0.014146757550038414
-0.8765432098765432,0.015555555555555555,0.24013321583878633,0.16554553326788454,0.1611783098824219,-0.1398001762418204,-0.16249293461669323,0.6621821330715382,-0.08058915494121095,-0.10761822584796288,0.01563588992372668
-0.8765432098765432,0.017037037037037035,0.231257014172639,0.16298319455721874,0.1582000451350454,-0.15311447874104156,-0.1779684521992353,0.651932778228875,-0.0791000225675227,-0.11786758069062608,0.01712502229741493
-0.8765432098765432,0.018518518518518514,0.22238081250649167,0.16042085584655297,0.1552217803876689,-0.1664287812402625,-0.19344396978177747,0.6416834233862119,-0.07761089019383445,-0.12811693553328918,0.01861415467110318
-0.8765432098765432,0.02,0.21350461084034433,0.15785851713588717,0.1522435156402924,-0.17974308373948356,-0.20891948736431964,0.6314340685435487,-0.0761217578201462,-0.13836629037595238,0.020103287044791432
-0.8518518518518519,-0.02,0.4437967861592582,0.22433814184220688,0.23037456322972644,0.1656951792388872,0.19706134485612514,0.8973525673688275,-0.11518728161486322,0.12755220844932647,-0.018962236749925587
-0.8518518518518519,-0.018518518518518517,0.4356143081721527,0.22197606390796012,0.22756534297047823,0.15342146225822906,0.182464208200116,0.8879042556318405,-0.11378267148523911,0.11810389671233945,-0.017557626620301484
-0.8518518518518519,-0.017037037037037038,0.42743183018504716,0.21961398597371332,0.22475612271122997,0.14114774527757068,0.16786707154410663,0.8784559438948533,-0.11237806135561498,0.10865558497535222,-0.016153016490677352
-0.8518518518518519,-0.015555555555555555,0.41924935219794157,0.2172519080394665,0.22194690245198176,0.1288740282969123,0.15326993488809748,0.869007632157866,-0.11097345122599088,0.09920727323836498,-0.014748406361053248
-0.8518518518518519,-0.014074074074074076,0.41106687421083604,0.21488983010521975,0.2191376821927335,0.11660031131625415,0.1386727982320881,0.859559320420879,-0.10956884109636675,0.08975896150137797,-0.013343796231429117
-0.8518518518518519,-0.012592592592592593,0.4028843962237305,0.21252775217097297,0.21632846193348526,0.10432659433559577,0.12407566157607874,0.8501110086838919,-0.10816423096674263,0.08031064976439084,-0.011939186101805
-0.8518518518518519,-0.011111111111111112,0.394701918236625,0.21016567423672616,0.21351924167423705,0.09205287735493739,0.1094785249200696,0.8406626969469047,-0.10675962083711853,0.0708623380274036,-0.010534575972180896
-0.8518518518518519,-0.00962962962962963,0.3865194402495194,0.20780359630247935,0.2107100214149888,0.07977916037427901,0.09488138826406023,0.8312143852099174,-0.1053550107074944,0.06141402629041637,-0.009129965842556764
-0.8518518518518519,-0.00814814814814815,0.37833696226241387,0.2054415183682326,0.20790080115574058,0.06750544339362086,0.08028425160805108,0.8217660734729304,-0.10395040057787029,0.051965714553429354,-0.0077253557129326605
-0.8518518518518519,-0.006666666666666668,0.37015448427530834,0.20307944043398582,0.20509158089649232,0.05523172641296248,0.06568711495204171,0.8123177617359433,-0.10254579044824616,0.04251740281644223,-0.006320745583308529
-0.8518518518518519,-0.005185185185185187,0.3619720062882028,0.200717362499739,0.2022823606372441,0.0429580094323041,0.05108997829603257,0.802869449998956,-0.10114118031862206,0.03306909107945499,-0.004916135453684425
-0.8518518518518519,-0.0037037037037037056,0.3537895283010972,0.19835528456549223,0.19947314037799585,0.030684292451645723,0.0364928416400232,0.7934211382619689,-0.09973657018899793,0.023620779342467868,-0.003511525324060294
-0.8518518518518519,-0.0022222222222222227,0.3456070503139917,0.19599320663124545,0.1966639201187476,0.018410575470987567,0.02189570498401383,0.7839728265249818,-0.0983319600593738,0.014172467605480743,-0.0021069151944361625
-0.8518518518518519,-0.0007407407407407432,0.33742457232688616,0.19363112869699867,0.19385469985949938,0.006136858490329189,0.007298568328004684,0.7745245147879947,-0.09692734992974969,0.004724155868493618,-0.0007023050648120588
-0.8518518518518519,0.0007407407407407397,0.3292420943397806,0.19126905076275186,0.19104547960025114,-0.006136858490329189,-0.007298568328004684,0.7650762030510074,-0.09552273980012557,-0.004724155868493618,0.0007023050648120588
-0.8518518518518519,0.002222222222222219,0.32105961635267505,0.18890697282850508,0.18823625934100294,-0.018410575470987456,-0.02189570498401372,0.7556278913140203,-0.09411812967050147,-0.014172467605480743,0.0021069151944361625
-0.8518518518518519,0.003703703703703702,0.3128771383655695,0.1865448948942583,0.18542703908175467,-0.030684292451645834,-0.0364928416400232,0.7461795795770332,-0.09271351954087734,-0.023620779342467868,0.003511525324060294
-0.8518518518518519,0.005185185185185185,0.30469466037846393,0.18418281696001151,0.18261781882250644,-0.0429580094323041,-0.05108997829603246,0.7367312678400461,-0.09130890941125322,-0.03306909107945499,0.0049161354536844115
-0.8518518518518519,0.0066666666666666645,0.29651218239135846,0.18182073902576473,0.1798085985632582,-0.05523172641296237,-0.06568711495204171,0.7272829561030589,-0.0899042992816291,-0.04251740281644212,0.006320745583308529
-0.8518518518518519,0.008148148148148147,0.2883297044042529,0.17945866109151792,0.17699937830400997,-0.06750544339362086,-0.08028425160805097,0.7178346443660717,-0.08849968915200498,-0.051965714553429354,0.007725355712932647
-0.8518518518518519,0.009629629629629627,0.28014722641714734,0.17709658315727117,0.17419015804476173,-0.0797791603742789,-0.09488138826406023,0.7083863326290847,-0.08709507902238087,-0.06141402629041637,0.009129965842556764
-0.8518518518518519,0.01111111111111111,0.2719647484300418,0.17473450522302436,0.17138093778551347,-0.09205287735493739,-0.10947852492006971,0.6989380208920974,-0.08569046889275674,-0.0708623380274036,0.010534575972180896
-0.8518518518518519,0.01259259259259259,0.26378227044293623,0.17237242728877758,0.16857171752626526,-0.10432659433559566,-0.12407566157607874,0.6894897091551103,-0.08428585876313263,-0.08031064976439073,0.011939186101805
-0.8518518518518519,0.014074074074074069,0.2555997924558307,0.1700103493545308,0.16576249726701703,-0.11660031131625392,-0.138672798232088,0.6800413974181232,-0.08288124863350851,-0.08975896150137785,0.013343796231429117
-0.8518518518518519,0.015555555555555555,0.24741731446872514,0.16764827142028402,0.1629532770077688,-0.1288740282969122,-0.15326993488809737,0.6705930856811361,-0.0814766385038844,-0.09920727323836498,0.014748406361053235
-0.8518518518518519,0.017037037037037035,0.2392348364816196,0.1652861934860372,0.16014405674852056,-0.14114774527757068,-0.16786707154410663,0.6611447739441488,-0.08007202837426028,-0.10865558497535222,0.016153016490677352
-0.8518518518518519,0.018518518518518514,0.23105235849451408,0.16292411555179043,0.15733483648927232,-0.15342146225822895,-0.18246420820011588,0.6516964622071617,-0.07866741824463616,-0.11810389671233934,0.01755762662030147
-0.8518518518518519,0.02,0.22286988050740852,0.16056203761754362,0.15452561623002406,-0.16569517923888744,-0.19706134485612525,0.6422481504701745,-0.07726280811501203,-0.12755220844932658,0.0189622367499256
-0.8271604938271605,-0.02,0.43516346350883667,0.22184591626409597,0.22814982236585618,0.1527451952632548,0.1855012522264312,0.8873836650563839,-0.11407491118292809,0.11758330613688284,-0.01784986631799046
-0.8271604938271605,-0.018518518518518517,0.42762049090324383,0.2196684476319315,0.22550539772615386,0.1414307363548657,0.17176041872817693,0.878673790527726,-0.11275269886307693,0.10887343160822494,-0.016527653998139297
-0.8271604938271605,-0.017037037037037038,0.420077518297651,0.217490978999767,0.22286097308645159,0.13011627744647636,0.15801958522992288,0.869963915999068,-0.11143048654322579,0.10016355707956692,-0.015205441678288162
-0.8271604938271605,-0.015555555555555555,0.41253454569205816,0.21531351036760252,0.22021654844674932,0.11880181853808724,0.14427875173166882,0.8612540414704101,-0.11010827422337466,0.09145368255090902,-0.013883229358437027
-0.8271604938271605,-0.014074074074074076,0.40499157308646533,0.213136041735438,0.21757212380704702,0.10748735962969791,0.13053791823341454,0.852544166941752,-0.10878606190352351,0.0827438080222509,-0.012561017038585878
-0.8271604938271605,-0.012592592592592593,0.3974486004808725,0.21095857310327348,0.21492769916734475,0.09617290072130857,0.11679708473516048,0.8438342924130939,-0.10746384958367237,0.07403393349359289,-0.011238804718734743
-0.8271604938271605,-0.011111111111111112,0.38990562787527966,0.208781104471109,0.21228327452764242,0.08485844181291946,0.1030562512369062,0.835124417884436,-0.10614163726382121,0.06532405896493498,-0.00991659239888358
-0.8271604938271605,-0.00962962962962963,0.3823626552696868,0.2066036358389445,0.20963884988794015,0.07354398290453013,0.08931541773865215,0.826414543355778,-0.10481942494397008,0.05661418443627697,-0.008594380079032446
-0.8271604938271605,-0.00814814814814815,0.374819682664094,0.20442616720678003,0.20699442524823786,0.06222952399614101,0.07557458424039787,0.8177046688271201,-0.10349721262411893,0.04790430990761907,-0.007272167759181297
-0.8271604938271605,-0.006666666666666668,0.36727671005850115,0.2022486985746155,0.2043500006085356,0.050915065087751676,0.06183375074214381,0.808994794298462,-0.1021750003042678,0.039194435378960946,-0.005949955439330162
-0.8271604938271605,-0.005185185185185187,0.3597337374529083,0.200071229942451,0.20170557596883326,0.03960060617936234,0.04809291724388953,0.800284919769804,-0.10085278798441663,0.030484560850302933,-0.004627743119479
-0.8271604938271605,-0.0037037037037037056,0.3521907648473155,0.19789376131028652,0.199061151329131,0.028286147270973228,0.034352083745635476,0.7915750452411461,-0.0995305756645655,0.02177468632164503,-0.003305530799627865
-0.8271604938271605,-0.0022222222222222227,0.34464779224172265,0.19571629267812202,0.1964167266894287,0.016971688362583892,0.020611250247381196,0.7828651707124881,-0.09820836334471435,0.013064811792987019,-0.001983318479776716
-0.8271604938271605,-0.0007407407407407432,0.3371048196361298,0.19353882404595749,0.19377230204972642,0.005657229454194557,0.0068704167491271395,0.7741552961838299,-0.09688615102486321,0.004354937264328895,-0.0006611061599255813
-0.8271604938271605,0.0007407407407407397,0.329561847030537,0.191361355413793,0.19112787741002413,-0.005657229454194668,-0.0068704167491270285,0.765445421655172,-0.09556393870501206,-0.004354937264329006,0.0006611061599255674
-0.8271604938271605,0.002222222222222219,0.32201887442494415,0.1891838867816285,0.18848345277032183,-0.016971688362583892,-0.020611250247381196,0.756735547126514,-0.09424172638516091,-0.013064811792987019,0.001983318479776716
-0.8271604938271605,0.003703703703703702,0.3144759018193513,0.18700641814946403,0.18583902813061956,-0.028286147270973006,-0.03435208374563525,0.7480256725978561,-0.09291951406530978,-0.02177468632164492,0.003305530799627851
-0.8271604938271605,0.005185185185185185,0.3069329292137584,0.18482894951729953,0.18319460349091726,-0.03960060617936234,-0.04809291724388953,0.7393157980691981,-0.09159730174545863,-0.030484560850302933,0.004627743119479
-0.8271604938271605,0.0066666666666666645,0.29938995660816564,0.18265148088513503,0.18055017885121497,-0.050915065087751565,-0.0618337507421437,0.7306059235405401,-0.09027508942560748,-0.039194435378960946,0.0059499554393301485
-0.8271604938271605,0.008148148148148147,0.29184698400257275,0.18047401225297052,0.17790575421151267,-0.0622295239961409,-0.07557458424039787,0.7218960490118821,-0.08895287710575633,-0.04790430990761896,0.007272167759181297
-0.8271604938271605,0.009629629629629627,0.28430401139697997,0.17829654362080602,0.1752613295718104,-0.07354398290453013,-0.08931541773865193,0.7131861744832241,-0.0876306647859052,-0.05661418443627697,0.008594380079032432
-0.8271604938271605,0.01111111111111111,0.2767610387913871,0.17611907498864154,0.1726169049321081,-0.08485844181291935,-0.1030562512369062,0.7044762999545662,-0.08630845246605405,-0.06532405896493487,0.00991659239888358
-0.8271604938271605,0.01259259259259259,0.26921806618579425,0.173941606356477,0.1699724802924058,-0.09617290072130869,-0.11679708473516037,0.695766425425908,-0.0849862401462029,-0.074033933493593,0.01123880471873473
-0.8271604938271605,0.014074074074074069,0.26167509358020147,0.17176413772431254,0.1673280556527035,-0.10748735962969791,-0.13053791823341454,0.6870565508972502,-0.08366402782635175,-0.0827438080222509,0.012561017038585878
-0.8271604938271605,0.015555555555555555,0.2541321209746086,0.16958666909214803,0.16468363101300124,-0.11880181853808713,-0.1442787517316686,0.6783466763685921,-0.08234181550650062,-0.09145368255090891,0.013883229358437013
-0.8271604938271605,0.017037037037037035,0.24658914836901577,0.16740920045998353,0.16203920637329894,-0.13011627744647647,-0.15801958522992288,0.6696368018399341,-0.08101960318664947,-0.10016355707956692,0.015205441678288162
-0.8271604938271605,0.018518518518518514,0.23904617576342294,0.16523173182781903,0.15939478173359664,-0.1414307363548657,-0.17176041872817704,0.6609269273112761,-0.07969739086679832,-0.10887343160822494,0.01652765399813931
-0.8271604938271605,0.02,0.23150320315783007,0.16305426319565453,0.15675035709389434,-0.15274519526325492,-0.1855012522264312,0.6522170527826181,-0.07837517854694717,-0.11758330613688295,0.01784986631799046
-0.8024691358024691,-0.02,0.4272048822147598,0.21954847173784459,0.2259916169797943,0.14080732332213963,0.1742868880809474,0.8781938869513783,-0.11299580848989715,0.1083935280318773,-0.016770763624959523
-0.8024691358024691,-0.018518518518518517,0.4202514341494689,0.2175411841816987,0.22350705940572624,0.13037715122420335,0.16137674822309944,0.8701647367267948,-0.11175352970286312,0.10036437780729379,-0.015528484837925488
-0.8024691358024691,-0.017037037037037038,0.4132979860841781,0.21553389662555283,0.22102250183165817,0.11994697912626706,0.1484666083652515,0.8621355865022113,-0.11051125091582908,0.09233522758271029,-0.014286206050891453
-0.8024691358024691,-0.015555555555555555,0.40634453801888726,0.21352660906940696,0.21853794425759007,0.10951680702833078,0.13555646850740355,0.8541064362776278,-0.10926897212879504,0.08430607735812679,-0.013043927263857405
-0.8024691358024691,-0.014074074074074076,0.3993910899535964,0.21151932151326108,0.216053386683522,0.09908663493039449,0.1226463286495556,0.8460772860530443,-0.108026693341761,0.07627692713354328,-0.01180164847682337
-0.8024691358024691,-0.012592592592592593,0.39243764188830554,0.2095120339571152,0.21356882910945393,0.0886564628324582,0.10973618879170766,0.8380481358284608,-0.10678441455472697,0.06824777690895978,-0.010559369689789336
-0.8024691358024691,-0.011111111111111112,0.3854841938230147,0.2075047464009693,0.21108427153538586,0.07822629073452192,0.09682604893385971,0.8300189856038772,-0.10554213576769293,0.060218626684376164,-0.009317090902755301
-0.8024691358024691,-0.00962962962962963,0.3785307457577239,0.20549745884482348,0.20859971396131777,0.06779611863658586,0.08391590907601176,0.8219898353792939,-0.10429985698065888,0.05218947645979288,-0.008074812115721253
-0.8024691358024691,-0.00814814814814815,0.37157729769243303,0.2034901712886776,0.2061151563872497,0.05736594653864957,0.07100576921816382,0.8139606851547104,-0.10305757819362485,0.04416032623520938,-0.006832533328687218
-0.8024691358024691,-0.006666666666666668,0.36462384962714217,0.20148288373253173,0.20363059881318163,0.046935774440713285,0.05809562936031587,0.8059315349301269,-0.10181529940659081,0.036131176010625876,-0.0055902545416531835
-0.8024691358024691,-0.005185185185185187,0.3576704015618513,0.19947559617638583,0.20114604123911356,0.036505602342777,0.045185489502467924,0.7979023847055433,-0.10057302061955678,0.028102025786042262,-0.004347975754619149
-0.8024691358024691,-0.0037037037037037056,0.3507169534965605,0.19746830862023995,0.19866148366504546,0.026075430244840714,0.03227534964461998,0.7898732344809598,-0.09933074183252273,0.02007287556145876,-0.0031056969675851004
-0.8024691358024691,-0.0022222222222222227,0.34376350543126966,0.19546102106409408,0.1961769260909774,0.01564525814690443,0.01936520978677203,0.7818440842563763,-0.0980884630454887,0.012043725336875255,-0.0018634181805510658
-0.8024691358024691,-0.0007407407407407432,0.3368100573659788,0.1934537335079482,0.19369236851690932,0.005215086048968143,0.006455069928924084,0.7738149340317928,-0.09684618425845466,0.004014575112291752,-0.0006211393935170312
-0.8024691358024691,0.0007407407407407397,0.32985660930068794,0.19144644595180232,0.19120781094284123,-0.005215086048968143,-0.006455069928923973,0.7657857838072093,-0.09560390547142061,-0.004014575112291752,0.0006211393935170173
-0.8024691358024691,0.002222222222222219,0.32290316123539714,0.18943915839565645,0.18872325336877316,-0.01564525814690443,-0.01936520978677181,0.7577566335826258,-0.09436162668438658,-0.012043725336875255,0.001863418180551052
-0.8024691358024691,0.003703703703703702,0.3159497131701063,0.18743187083951057,0.18623869579470506,-0.026075430244840714,-0.032275349644619866,0.7497274833580423,-0.09311934789735253,-0.02007287556145876,0.0031056969675851004
-0.8024691358024691,0.005185185185185185,0.3089962651048154,0.1854245832833647,0.183754138220637,-0.03650560234277689,-0.04518548950246781,0.7416983331334588,-0.0918770691103185,-0.028102025786042262,0.004347975754619135
-0.8024691358024691,0.0066666666666666645,0.30204281703952457,0.18341729572721882,0.18126958064656892,-0.046935774440713174,-0.05809562936031576,0.7336691829088753,-0.09063479032328446,-0.036131176010625765,0.00559025454165317
-0.8024691358024691,0.008148148148148147,0.2950893689742337,0.18141000817107295,0.17878502307250085,-0.05736594653864946,-0.0710057692181636,0.7256400326842918,-0.08939251153625043,-0.04416032623520927,0.006832533328687204
-0.8024691358024691,0.009629629629629627,0.2881359209089429,0.17940272061492707,0.17630046549843276,-0.06779611863658574,-0.08391590907601165,0.7176108824597083,-0.08815023274921638,-0.05218947645979277,0.008074812115721253
-0.8024691358024691,0.01111111111111111,0.28118247284365205,0.1773954330587812,0.1738159079243647,-0.07822629073452203,-0.0968260489338596,0.7095817322351248,-0.08690795396218234,-0.060218626684376275,0.009317090902755287
-0.8024691358024691,0.01259259259259259,0.2742290247783612,0.17538814550263532,0.17133135035029662,-0.08865646283245832,-0.10973618879170755,0.7015525820105413,-0.08566567517514831,-0.06824777690895978,0.010559369689789322
-0.8024691358024691,0.014074074074074069,0.26727557671307034,0.17338085794648944,0.16884679277622855,-0.09908663493039449,-0.12264632864955538,0.6935234317859578,-0.08442339638811427,-0.07627692713354328,0.011801648476823356
-0.8024691358024691,0.015555555555555555,0.2603221286477795,0.17137357039034357,0.16636223520216045,-0.10951680702833078,-0.13555646850740344,0.6854942815613743,-0.08318111760108023,-0.08430607735812679,0.013043927263857405
-0.8024691358024691,0.017037037037037035,0.2533686805824887,0.1693662828341977,0.16387767762809236,-0.11994697912626706,-0.1484666083652515,0.6774651313367908,-0.08193883881404618,-0.09233522758271029,0.014286206050891453
-0.8024691358024691,0.018518518518518514,0.24641523251719782,0.16735899527805181,0.1613931200540243,-0.13037715122420335,-0.16137674822309933,0.6694359811122073,-0.08069656002701216,-0.10036437780729379,0.015528484837925474
-0.8024691358024691,0.02,0.23946178445190697,0.16535170772190594,0.15890856247995622,-0.14080732332213963,-0.1742868880809474,0.6614068308876238,-0.07945428123997811,-0.1083935280318773,0.016770763624959523
-0.7777777777777778,-0.02,0.4198683075517779,0.21743058505954338,0.22390700977464253,0.1298024613276667,0.16345495130150622,0.8697223402381735,-0.11195350488732127,0.09992198131867247,-0.015728460022383636
-0.7777777777777778,-0.018518518518518517,0.41345830946152273,0.2155801779980865,0.22157686754910424,0.12018746419228399,0.1513471771310244,0.862320711992346,-0.11078843377455212,0.0925203530728449,-0.014563388909614491
-0.7777777777777778,-0.017037037037037038,0.4070483113712676,0.2137297709366296,0.2192467253235659,0.11057246705690127,0.13923940296054238,0.8549190837465184,-0.10962336266178295,0.08511872482701732,-0.013398317796845319
-0.7777777777777778,-0.015555555555555555,0.40063831328101246,0.2118793638751727,0.21691658309802758,0.10095746992151855,0.12713162879006035,0.8475174555006908,-0.10845829154901379,0.07771709658118975,-0.01223324668407616
-0.7777777777777778,-0.014074074074074076,0.3942283151907573,0.2100289568137158,0.2145864408724893,0.09134247278613583,0.11502385461957854,0.8401158272548632,-0.10729322043624465,0.07031546833536217,-0.011068175571307015
-0.7777777777777778,-0.012592592592592593,0.38781831710050213,0.20817854975225888,0.21225629864695095,0.08172747565075311,0.1029160804490965,0.8327141990090355,-0.10612814932347547,0.06291384008953449,-0.009903104458537842
-0.7777777777777778,-0.011111111111111112,0.38140831901024697,0.206328142690802,0.20992615642141266,0.07211247851537039,0.09080830627861469,0.825312570763208,-0.10496307821070633,0.055512211843706916,-0.008738033345768698
-0.7777777777777778,-0.00962962962962963,0.37499832091999186,0.2044777356293451,0.2075960141958743,0.062497481379987674,0.07870053210813266,0.8179109425173804,-0.10379800709793716,0.04811058359787934,-0.007572962232999525
-0.7777777777777778,-0.00814814814814815,0.3685883228297367,0.2026273285678882,0.205265871970336,0.052882484244604955,0.06659275793765063,0.8105093142715528,-0.102632935985168,0.04070895535205177,-0.006407891120230366
-0.7777777777777778,-0.006666666666666668,0.3621783247394815,0.2007769215064313,0.2029357297447977,0.043267487109222236,0.054484983767168815,0.8031076860257252,-0.10146786487239885,0.033307327106224194,-0.005242820007461221
-0.7777777777777778,-0.005185185185185187,0.3557683266492264,0.19892651444497442,0.20060558751925936,0.03365248997383952,0.04237720959668678,0.7957060577798977,-0.10030279375962968,0.02590569886039662,-0.004077748894692049
-0.7777777777777778,-0.0037037037037037056,0.34935832855897125,0.1970761073835175,0.19827544529372107,0.024037492838456798,0.03026943542620497,0.78830442953407,-0.09913772264686053,0.018504070614568935,-0.002912677781922904
-0.7777777777777778,-0.0022222222222222227,0.3429483304687161,0.1952257003220606,0.19594530306818275,0.014422495703074079,0.01816166125572294,0.7809028012882424,-0.09797265153409138,0.011102442368741361,-0.001747606669153745
-0.7777777777777778,-0.0007407407407407432,0.336538332378461,0.1933752932606037,0.1936151608426444,0.0048074985676913595,0.0060538870852409055,0.7735011730424148,-0.0968075804213222,0.003700814122913787,-0.0005825355563845724
-0.7777777777777778,0.0007407407407407397,0.3301283342882058,0.19152488619914682,0.1912850186171061,-0.0048074985676913595,-0.0060538870852410165,0.7660995447965873,-0.09564250930855304,-0.003700814122913787,0.0005825355563845863
-0.7777777777777778,0.002222222222222219,0.32371833619795065,0.18967447913768992,0.18895487639156777,-0.014422495703074079,-0.01816166125572305,0.7586979165507597,-0.09447743819578389,-0.011102442368741361,0.001747606669153745
